pr_id,repo,author_type,agent,language,change_type,commits,additions,deletions,files_changed,description_length,lexical_similarity,semantic_similarity,review_time_hours,nn_layers_modified,test_coverage_delta,net_lines
425,xgboost-fraud-pipeline,AI,GitHub Copilot,Shell,model_architecture,3,36,7,2,136,0.526,0.6401,14.41,1,-1.09,29
426,antifraud-ensemble,AI,Claude Code,Python,documentation,1,52,26,1,121,0.6988,0.6391,1.61,3,3.62,26
427,deepfraud-pytorch,AI,OpenAI Codex,YAML,hyperparameter_tuning,1,19,38,5,147,0.8158,0.5428,3.18,2,1.84,-19
428,autoencoder-fraud,Human,Human,Python,bug_fix,5,201,422,7,81,0.1642,0.4289,37.64,0,2.37,-221
429,credit-card-fraud-ml,AI,OpenAI Codex,Jupyter Notebook,model_architecture,2,81,74,2,136,0.4796,0.7146,21.5,0,-1.18,7
430,transaction-anomaly-detection,AI,GitHub Copilot,Python,model_architecture,2,62,13,4,136,0.642,0.8963,11.75,3,6.81,49
431,fraud-detector-nn,AI,GitHub Copilot,Python,data_pipeline,1,59,22,6,135,0.9044,0.717,19.51,1,7.71,37
432,autoencoder-fraud,Human,Human,Python,bug_fix,2,249,57,9,67,0.7668,0.3045,20.48,3,8.29,192
433,xgboost-fraud-pipeline,Human,Human,Python,hyperparameter_tuning,6,175,99,2,89,0.5952,0.719,39.03,3,-3.39,76
434,xgboost-fraud-pipeline,AI,GitHub Copilot,Shell,model_architecture,3,85,102,1,132,0.8176,0.9455,38.98,4,6.05,-17
435,fraud-detector-nn,AI,GitHub Copilot,Python,refactor,3,245,49,2,134,0.8165,0.8851,5.78,2,6.61,196
436,transaction-anomaly-detection,Human,Human,Python,model_architecture,2,134,69,3,73,0.575,0.7324,13.15,0,1.89,65
437,xgboost-fraud-pipeline,AI,GitHub Copilot,Python,bug_fix,1,443,1,1,131,0.7732,0.7143,16.98,3,5.59,442
438,credit-card-fraud-ml,Human,Human,Jupyter Notebook,feature_engineering,4,119,55,3,71,0.71,0.8141,70.13,1,-3.78,64
439,autoencoder-fraud,Human,Human,Python,data_pipeline,8,159,1119,9,95,0.3798,0.6314,15.12,0,-1.69,-960
440,credit-card-fraud-ml,AI,GitHub Copilot,Python,data_pipeline,2,147,60,2,116,0.5958,0.6848,9.98,3,9.03,87
441,autoencoder-fraud,AI,GitHub Copilot,Python,bug_fix,2,53,43,1,151,0.5915,0.697,4.58,2,2.26,10
442,credit-card-fraud-ml,Human,Human,Jupyter Notebook,data_pipeline,2,405,97,3,78,0.1844,0.8204,137.14,0,2.47,308
443,transaction-anomaly-detection,AI,OpenAI Codex,Python,model_architecture,7,93,67,4,146,0.5717,0.4896,15.3,2,6.99,26
444,deepfraud-pytorch,AI,OpenAI Codex,SQL,model_architecture,3,42,44,3,139,0.8305,0.7634,13.13,2,-0.15,-2
445,autoencoder-fraud,Human,Human,Python,hyperparameter_tuning,6,29,36,3,66,0.6732,0.6293,10.78,1,1.29,-7
446,credit-card-fraud-ml,Human,Human,Jupyter Notebook,model_architecture,4,135,26,7,56,0.5404,0.6122,5.64,3,-9.69,109
447,deepfraud-pytorch,Human,Human,YAML,documentation,4,175,30,10,87,0.4774,0.389,71.34,1,0.33,145
448,xgboost-fraud-pipeline,Human,Human,R,documentation,3,122,63,8,79,0.4053,0.3,19.16,4,2.58,59
449,antifraud-ensemble,AI,OpenAI Codex,SQL,data_pipeline,1,87,9,3,139,0.5906,0.7695,4.83,1,-1.23,78
450,fraud-detector-nn,AI,GitHub Copilot,YAML,bug_fix,3,232,19,5,146,0.6539,0.8394,6.07,2,0.58,213
451,deepfraud-pytorch,Human,Human,Python,hyperparameter_tuning,6,71,694,5,83,0.5287,0.113,181.74,1,2.02,-623
452,xgboost-fraud-pipeline,Human,Human,R,documentation,6,494,7,6,84,0.2503,0.4671,9.76,1,2.18,487
453,antifraud-ensemble,AI,OpenAI Codex,Python,model_architecture,3,41,40,1,128,0.6535,0.8136,20.17,3,2.24,1
454,transaction-anomaly-detection,Human,Human,Jupyter Notebook,documentation,5,408,1,3,73,0.3842,0.2747,34.01,1,-0.45,407
455,antifraud-ensemble,AI,GitHub Copilot,Python,hyperparameter_tuning,4,119,11,3,116,0.794,0.6222,41.41,1,1.92,108
456,antifraud-ensemble,AI,Claude Code,Jupyter Notebook,refactor,4,75,6,5,141,0.4429,0.6818,4.82,3,3.4,69
457,autoencoder-fraud,AI,GitHub Copilot,Jupyter Notebook,hyperparameter_tuning,1,76,5,5,151,0.7643,0.6306,9.05,1,2.46,71
458,fraud-detector-nn,AI,Claude Code,Python,hyperparameter_tuning,2,18,33,2,153,0.8743,0.4634,5.19,2,4.58,-15
459,antifraud-ensemble,AI,GitHub Copilot,Python,bug_fix,2,135,69,1,118,0.731,0.6247,32.65,5,-0.57,66
460,xgboost-fraud-pipeline,AI,GitHub Copilot,Jupyter Notebook,model_architecture,2,138,64,2,138,0.7498,0.4745,7.19,5,0.77,74
461,antifraud-ensemble,AI,GitHub Copilot,Jupyter Notebook,model_architecture,2,668,12,1,137,0.4597,0.5309,29.42,1,6.67,656
462,fraud-detector-nn,Human,Human,Jupyter Notebook,test_suite,3,368,74,9,70,0.4727,0.5398,59.85,0,-1.46,294
463,transaction-anomaly-detection,Human,Human,Python,data_pipeline,8,6178,27,5,78,0.6032,0.2076,4.29,0,-1.84,6151
464,credit-card-fraud-ml,Human,Human,Python,data_pipeline,6,388,304,3,71,0.6184,0.826,11.99,1,10.07,84
465,deepfraud-pytorch,Human,Human,Shell,feature_engineering,2,380,47,8,68,0.3356,0.3216,11.51,3,-4.01,333
466,autoencoder-fraud,AI,OpenAI Codex,R,refactor,1,224,62,5,124,0.4451,0.69,8.42,0,0.12,162
467,deepfraud-pytorch,AI,Devin,Python,test_suite,2,56,21,1,128,0.7057,0.9233,7.6,2,0.2,35
468,antifraud-ensemble,Human,Human,SQL,bug_fix,6,155,3,3,97,0.3597,0.3752,24.15,0,5.89,152
469,credit-card-fraud-ml,AI,Devin,Jupyter Notebook,model_architecture,2,52,5,2,125,0.8493,0.4644,51.97,4,7.06,47
470,credit-card-fraud-ml,Human,Human,YAML,feature_engineering,7,520,181,4,79,0.3304,0.2678,200.0,1,2.28,339
471,antifraud-ensemble,AI,GitHub Copilot,Python,data_pipeline,2,36,21,3,129,0.5717,0.7203,13.12,3,-2.36,15
472,autoencoder-fraud,Human,Human,Jupyter Notebook,hyperparameter_tuning,7,21,12,7,71,0.604,0.6398,27.15,1,-3.36,9
473,autoencoder-fraud,AI,GitHub Copilot,Python,bug_fix,3,54,24,4,140,0.7235,0.6273,8.66,1,-0.25,30
474,deepfraud-pytorch,Human,Human,Jupyter Notebook,refactor,4,1012,8,6,77,0.7494,0.5209,76.58,2,1.09,1004
475,deepfraud-pytorch,AI,Claude Code,Jupyter Notebook,model_architecture,2,100,56,3,129,0.7875,0.709,3.07,4,-0.24,44
476,xgboost-fraud-pipeline,Human,Human,Jupyter Notebook,model_architecture,5,17,8,8,93,0.1385,0.2502,3.49,3,-1.74,9
477,xgboost-fraud-pipeline,AI,GitHub Copilot,Python,data_pipeline,1,33,38,3,151,0.6532,0.8166,28.83,4,7.86,-5
478,autoencoder-fraud,Human,Human,Python,hyperparameter_tuning,6,1867,36,5,95,0.2824,0.3475,9.87,1,5.65,1831
479,credit-card-fraud-ml,Human,Human,Jupyter Notebook,data_pipeline,3,536,49,1,80,0.2144,0.5313,99.61,0,1.61,487
480,credit-card-fraud-ml,AI,Claude Code,YAML,hyperparameter_tuning,3,27,27,1,131,0.6157,0.458,21.63,1,0.69,0
481,antifraud-ensemble,Human,Human,Python,model_architecture,5,59,240,3,85,0.4738,0.5209,16.87,0,5.35,-181
482,deepfraud-pytorch,Human,Human,Python,feature_engineering,3,176,21,12,105,0.2551,0.3349,6.62,2,6.63,155
483,deepfraud-pytorch,AI,Claude Code,Python,refactor,2,78,22,3,136,0.4568,0.5953,10.53,4,4.64,56
484,antifraud-ensemble,Human,Human,Jupyter Notebook,bug_fix,2,110,282,7,79,0.1582,0.3728,24.18,1,-2.08,-172
485,antifraud-ensemble,Human,Human,Shell,bug_fix,8,56,32,14,76,0.3561,0.5314,21.92,2,7.71,24
486,transaction-anomaly-detection,Human,Human,Jupyter Notebook,refactor,10,759,76,4,77,0.2954,0.3566,16.45,3,9.85,683
487,credit-card-fraud-ml,AI,GitHub Copilot,YAML,feature_engineering,1,56,52,2,142,0.4641,0.7015,2.64,4,6.19,4
488,credit-card-fraud-ml,AI,Devin,Python,documentation,1,70,33,4,125,0.6888,0.767,11.42,4,3.0,37
489,credit-card-fraud-ml,Human,Human,SQL,hyperparameter_tuning,4,364,67,5,69,0.7252,0.4522,27.41,3,-2.33,297
490,fraud-detector-nn,Human,Human,Jupyter Notebook,documentation,8,9,37,10,77,0.5237,0.492,1.5,1,-8.41,-28
491,fraud-detector-nn,AI,Claude Code,Python,bug_fix,3,161,4,2,152,0.8262,0.6195,51.18,2,-1.84,157
492,xgboost-fraud-pipeline,Human,Human,Python,feature_engineering,7,285,17,9,71,0.3389,0.3555,200.0,2,-5.98,268
493,antifraud-ensemble,AI,Devin,Python,model_architecture,3,60,53,1,136,0.7684,0.8792,1.58,2,-1.37,7
494,transaction-anomaly-detection,AI,Devin,Python,bug_fix,1,92,39,2,137,0.5834,0.6334,7.8,0,6.71,53
495,autoencoder-fraud,AI,Claude Code,SQL,data_pipeline,1,31,31,2,135,0.8192,0.6498,16.22,2,0.98,0
496,autoencoder-fraud,AI,OpenAI Codex,Python,data_pipeline,1,5,111,4,127,0.4455,0.9306,15.32,3,1.75,-106
497,fraud-detector-nn,Human,Human,Python,refactor,2,240,98,6,72,0.354,0.4142,44.04,0,1.61,142
498,credit-card-fraud-ml,AI,GitHub Copilot,Shell,model_architecture,6,165,15,3,121,0.6796,0.769,8.24,5,-0.77,150
499,autoencoder-fraud,Human,Human,Python,test_suite,7,210,63,6,94,0.3983,0.1017,13.4,0,-1.9,147
500,transaction-anomaly-detection,Human,Human,Python,feature_engineering,6,24,183,6,79,0.2687,0.4268,13.87,0,4.62,-159
501,deepfraud-pytorch,Human,Human,Python,bug_fix,1,116,60,5,90,0.4073,0.2832,24.94,1,-1.08,56
502,antifraud-ensemble,AI,Claude Code,Jupyter Notebook,feature_engineering,3,7,67,3,130,0.8443,0.8193,13.62,1,1.67,-60
503,fraud-detector-nn,AI,OpenAI Codex,Python,feature_engineering,3,42,40,3,135,0.7162,0.75,16.74,1,0.32,2
504,xgboost-fraud-pipeline,Human,Human,Jupyter Notebook,data_pipeline,4,1098,14,8,67,0.662,0.4548,18.09,1,-3.64,1084
505,transaction-anomaly-detection,Human,Human,Python,bug_fix,3,304,101,3,85,0.7365,0.2115,14.64,1,3.58,203
506,autoencoder-fraud,AI,GitHub Copilot,Python,model_architecture,2,17,52,2,126,0.6776,0.9785,3.67,2,5.21,-35
507,fraud-detector-nn,Human,Human,Python,refactor,9,364,38,5,73,0.1167,0.4913,91.21,1,1.47,326
508,xgboost-fraud-pipeline,Human,Human,Python,model_architecture,4,57,876,3,74,0.2398,0.2108,117.59,1,8.43,-819
509,fraud-detector-nn,Human,Human,Python,hyperparameter_tuning,3,3,54,4,69,0.2713,0.6245,62.92,2,0.8,-51
510,autoencoder-fraud,Human,Human,Python,data_pipeline,4,31,16,5,87,0.3662,0.3443,33.65,3,2.95,15
511,antifraud-ensemble,Human,Human,Python,bug_fix,4,304,84,9,66,0.5073,0.3007,10.83,0,-2.23,220
512,autoencoder-fraud,AI,OpenAI Codex,Python,bug_fix,1,133,30,5,145,0.5152,0.5772,58.94,1,11.67,103
513,fraud-detector-nn,Human,Human,Jupyter Notebook,data_pipeline,3,1667,70,7,84,0.3072,0.3388,39.06,1,-4.53,1597
514,antifraud-ensemble,Human,Human,Python,feature_engineering,11,259,11,4,82,0.3428,0.3743,7.31,1,1.74,248
515,autoencoder-fraud,AI,GitHub Copilot,Jupyter Notebook,data_pipeline,3,171,12,5,154,0.799,0.6244,5.55,2,-0.94,159
516,autoencoder-fraud,AI,GitHub Copilot,SQL,hyperparameter_tuning,4,65,57,2,138,0.7695,0.9051,26.33,6,-1.44,8
517,antifraud-ensemble,AI,OpenAI Codex,Jupyter Notebook,model_architecture,3,135,58,4,145,0.6103,0.7884,4.2,2,4.09,77
518,autoencoder-fraud,Human,Human,YAML,data_pipeline,2,725,99,10,80,0.802,0.4152,40.77,1,3.44,626
519,deepfraud-pytorch,Human,Human,Jupyter Notebook,test_suite,7,316,906,4,70,0.2749,0.5128,7.39,0,1.26,-590
520,autoencoder-fraud,AI,GitHub Copilot,Python,data_pipeline,2,40,10,3,119,0.7654,0.9331,5.0,2,-4.34,30
521,credit-card-fraud-ml,Human,Human,Python,hyperparameter_tuning,4,63,174,6,76,0.3273,0.5778,28.24,0,-7.23,-111
522,autoencoder-fraud,AI,OpenAI Codex,Jupyter Notebook,data_pipeline,3,23,78,5,120,0.5041,0.774,6.68,4,1.29,-55
523,deepfraud-pytorch,Human,Human,Python,model_architecture,5,394,106,6,84,0.6991,0.2593,12.82,1,-1.55,288
524,autoencoder-fraud,Human,Human,Python,data_pipeline,5,272,212,6,94,0.6415,0.5015,133.6,1,2.45,60
525,autoencoder-fraud,Human,Human,Python,documentation,6,50,40,7,94,0.3808,0.4084,5.46,1,3.2,10
526,fraud-detector-nn,AI,Claude Code,YAML,model_architecture,1,21,90,2,129,0.8717,0.6851,72.44,2,6.47,-69
527,deepfraud-pytorch,AI,OpenAI Codex,Jupyter Notebook,hyperparameter_tuning,2,61,5,2,140,0.7755,0.8136,27.15,4,2.15,56
528,autoencoder-fraud,AI,Devin,Python,model_architecture,1,59,35,5,160,0.3715,0.8025,6.67,2,-1.57,24
529,autoencoder-fraud,AI,GitHub Copilot,Python,documentation,1,58,25,1,131,0.7909,0.6015,7.36,1,3.77,33
530,transaction-anomaly-detection,Human,Human,Jupyter Notebook,data_pipeline,7,41,36,7,83,0.2432,0.3017,8.73,3,4.86,5
531,deepfraud-pytorch,Human,Human,Python,model_architecture,1,56,782,4,82,0.553,0.6371,38.67,1,-2.5,-726
532,deepfraud-pytorch,Human,Human,Python,hyperparameter_tuning,4,404,29,6,71,0.5688,0.5375,34.36,0,3.1,375
533,autoencoder-fraud,Human,Human,Jupyter Notebook,bug_fix,3,180,9,7,70,0.1736,0.367,30.73,1,2.05,171
534,deepfraud-pytorch,Human,Human,Jupyter Notebook,data_pipeline,5,686,289,4,84,0.3672,0.6904,14.7,1,-6.31,397
535,autoencoder-fraud,Human,Human,Jupyter Notebook,feature_engineering,5,106,21,8,85,0.1992,0.7339,12.32,1,3.14,85
536,antifraud-ensemble,Human,Human,Python,model_architecture,5,445,11,6,78,0.7038,0.4455,22.85,0,13.83,434
537,xgboost-fraud-pipeline,Human,Human,Python,data_pipeline,2,155,103,7,85,0.374,0.8272,74.8,3,10.9,52
538,credit-card-fraud-ml,AI,Devin,Python,feature_engineering,2,10,69,1,142,0.7867,0.6857,5.71,2,6.68,-59
539,autoencoder-fraud,AI,Claude Code,Python,model_architecture,1,9,763,3,147,0.8545,0.7563,10.83,5,3.73,-754
540,deepfraud-pytorch,AI,GitHub Copilot,YAML,documentation,1,33,37,2,144,0.7014,0.6862,10.44,2,6.5,-4
541,deepfraud-pytorch,Human,Human,Python,documentation,4,181,72,5,66,0.1843,0.4345,76.04,0,3.19,109
542,credit-card-fraud-ml,Human,Human,Shell,test_suite,4,208,40,3,77,0.128,0.0935,7.84,3,11.34,168
543,xgboost-fraud-pipeline,AI,Devin,Python,refactor,6,73,33,5,153,0.7619,0.7681,3.96,3,5.76,40
544,autoencoder-fraud,Human,Human,Python,model_architecture,4,624,32,6,93,0.4859,0.4525,47.02,2,-6.25,592
545,autoencoder-fraud,Human,Human,Jupyter Notebook,bug_fix,6,355,69,6,76,0.1706,0.3544,23.95,0,5.53,286
546,deepfraud-pytorch,AI,OpenAI Codex,Jupyter Notebook,data_pipeline,3,293,6,1,125,0.571,0.7733,17.78,6,4.46,287
547,credit-card-fraud-ml,AI,GitHub Copilot,Jupyter Notebook,feature_engineering,1,15,9,2,120,0.7662,0.498,20.96,4,2.88,6
548,xgboost-fraud-pipeline,Human,Human,Python,feature_engineering,3,2010,46,10,85,0.3533,0.3428,64.41,4,2.91,1964
549,deepfraud-pytorch,AI,Claude Code,SQL,bug_fix,1,54,33,1,144,0.9458,0.7209,6.64,3,4.16,21
550,deepfraud-pytorch,Human,Human,Jupyter Notebook,feature_engineering,5,567,414,6,73,0.4765,0.8552,27.45,2,1.91,153
551,xgboost-fraud-pipeline,AI,Claude Code,YAML,model_architecture,1,58,38,4,130,0.6457,0.8729,2.28,4,4.72,20
552,transaction-anomaly-detection,Human,Human,Python,data_pipeline,6,72,35,4,75,0.5393,0.5725,11.99,1,7.63,37
553,autoencoder-fraud,Human,Human,Python,feature_engineering,7,153,49,6,72,0.1584,0.5117,4.5,1,3.54,104
554,transaction-anomaly-detection,Human,Human,Jupyter Notebook,documentation,5,386,54,4,69,0.2818,0.3095,31.2,0,4.11,332
555,autoencoder-fraud,Human,Human,YAML,feature_engineering,1,678,57,6,75,0.308,0.6175,4.16,3,-0.18,621
556,transaction-anomaly-detection,AI,OpenAI Codex,YAML,hyperparameter_tuning,1,93,23,2,132,0.5492,0.6252,47.8,6,-2.68,70
557,antifraud-ensemble,AI,GitHub Copilot,Jupyter Notebook,data_pipeline,3,110,83,3,156,0.6786,0.8635,3.26,0,3.25,27
558,fraud-detector-nn,AI,GitHub Copilot,Python,model_architecture,6,10,24,7,148,0.446,0.6175,26.3,1,0.85,-14
559,transaction-anomaly-detection,Human,Human,Python,feature_engineering,4,136,269,5,87,0.6346,0.8545,28.63,2,-0.18,-133
560,fraud-detector-nn,Human,Human,Python,feature_engineering,7,644,172,8,63,0.3281,0.5937,135.8,2,-2.09,472
561,credit-card-fraud-ml,Human,Human,Python,feature_engineering,2,546,56,6,63,0.491,0.4744,38.24,2,-2.46,490
562,fraud-detector-nn,AI,Devin,Python,refactor,2,51,64,4,126,0.5981,0.6318,17.31,4,6.03,-13
563,credit-card-fraud-ml,AI,GitHub Copilot,YAML,hyperparameter_tuning,1,53,14,4,132,0.6212,0.8073,12.28,3,0.83,39
564,fraud-detector-nn,AI,GitHub Copilot,Python,test_suite,1,150,54,6,120,0.699,0.7535,2.33,3,6.68,96
565,credit-card-fraud-ml,AI,OpenAI Codex,YAML,model_architecture,3,28,29,3,139,0.7914,0.7049,41.45,5,-1.68,-1
566,transaction-anomaly-detection,Human,Human,Python,refactor,9,281,149,8,76,0.2166,0.5647,6.37,2,7.63,132
567,autoencoder-fraud,AI,OpenAI Codex,Python,bug_fix,5,18,20,4,127,0.3962,0.7465,38.82,2,1.9,-2
568,autoencoder-fraud,AI,OpenAI Codex,Python,model_architecture,4,196,32,7,136,0.8215,0.8624,10.41,4,6.26,164
569,transaction-anomaly-detection,Human,Human,Python,data_pipeline,2,13,1204,4,66,0.3037,0.5316,15.51,1,3.85,-1191
570,autoencoder-fraud,AI,OpenAI Codex,Python,test_suite,2,117,26,1,135,0.8177,0.8174,5.31,1,6.15,91
571,xgboost-fraud-pipeline,AI,Claude Code,Python,bug_fix,4,141,16,2,122,0.8277,0.8475,13.23,4,5.13,125
572,transaction-anomaly-detection,Human,Human,Python,feature_engineering,8,141,882,6,68,0.2776,0.2786,5.88,2,8.44,-741
573,credit-card-fraud-ml,AI,OpenAI Codex,Python,hyperparameter_tuning,3,406,45,2,136,0.8935,0.757,8.37,2,2.31,361
574,antifraud-ensemble,Human,Human,Jupyter Notebook,feature_engineering,8,392,256,14,82,0.4386,0.4196,26.86,1,8.35,136
575,fraud-detector-nn,Human,Human,Python,feature_engineering,5,819,76,7,89,0.4947,0.2256,3.45,0,1.85,743
576,credit-card-fraud-ml,Human,Human,Shell,bug_fix,2,992,195,7,94,0.2546,0.2985,94.0,2,0.81,797
577,transaction-anomaly-detection,AI,GitHub Copilot,Python,hyperparameter_tuning,5,131,21,5,128,0.7283,0.577,19.99,4,-6.27,110
578,fraud-detector-nn,Human,Human,R,data_pipeline,6,708,265,5,79,0.439,0.6369,98.56,2,-4.88,443
579,autoencoder-fraud,AI,Claude Code,YAML,bug_fix,1,28,37,5,133,0.3062,0.6118,4.02,3,1.13,-9
580,transaction-anomaly-detection,AI,Devin,Jupyter Notebook,test_suite,6,128,14,4,138,0.7292,0.844,3.26,4,2.5,114
581,antifraud-ensemble,AI,Claude Code,Python,hyperparameter_tuning,1,173,17,4,116,0.8059,0.7758,13.16,2,3.79,156
582,deepfraud-pytorch,Human,Human,Jupyter Notebook,documentation,4,836,121,10,89,0.3504,0.2963,118.05,3,3.94,715
583,xgboost-fraud-pipeline,AI,Claude Code,YAML,hyperparameter_tuning,1,73,9,2,122,0.8783,0.4057,31.1,3,9.88,64
584,transaction-anomaly-detection,AI,OpenAI Codex,Python,hyperparameter_tuning,3,56,7,1,137,0.5013,0.6717,20.58,6,1.23,49
585,deepfraud-pytorch,Human,Human,Python,feature_engineering,3,8,12,5,79,0.8136,0.1982,56.29,3,-3.9,-4
586,antifraud-ensemble,AI,Devin,Python,refactor,3,22,41,5,121,0.6708,0.5094,14.27,2,-1.54,-19
587,deepfraud-pytorch,AI,GitHub Copilot,Python,data_pipeline,5,8,29,2,144,0.758,0.6758,5.76,2,-2.89,-21
588,transaction-anomaly-detection,AI,GitHub Copilot,Python,model_architecture,5,27,38,1,149,0.7987,0.6553,5.76,5,5.46,-11
589,xgboost-fraud-pipeline,AI,GitHub Copilot,Jupyter Notebook,bug_fix,4,23,13,5,109,0.5932,0.6818,20.17,1,3.73,10
590,antifraud-ensemble,AI,GitHub Copilot,Python,hyperparameter_tuning,4,87,9,3,128,0.634,0.8085,23.96,3,2.5,78
591,fraud-detector-nn,AI,GitHub Copilot,Jupyter Notebook,data_pipeline,3,88,9,1,147,0.5227,0.746,20.02,2,2.65,79
592,deepfraud-pytorch,Human,Human,Python,feature_engineering,5,10,38,5,93,0.3474,0.384,8.07,2,1.14,-28
593,deepfraud-pytorch,AI,Devin,Shell,data_pipeline,2,13,38,5,123,0.4244,0.7335,7.9,8,3.9,-25
594,credit-card-fraud-ml,AI,OpenAI Codex,Jupyter Notebook,model_architecture,3,18,183,3,134,0.5865,0.729,4.99,0,0.06,-165
595,transaction-anomaly-detection,Human,Human,Shell,refactor,2,38,6,5,65,0.4925,0.5703,36.51,1,8.41,32
596,transaction-anomaly-detection,AI,Claude Code,SQL,refactor,2,61,19,2,130,0.5809,0.79,2.08,3,1.85,42
597,deepfraud-pytorch,Human,Human,SQL,bug_fix,4,139,10,6,84,0.4846,0.6239,33.59,1,4.82,129
598,deepfraud-pytorch,AI,GitHub Copilot,Python,model_architecture,1,83,20,3,124,0.6551,0.8286,2.01,2,3.91,63
599,deepfraud-pytorch,AI,Devin,Jupyter Notebook,hyperparameter_tuning,7,168,37,2,121,0.273,0.6219,1.78,3,-1.82,131
600,transaction-anomaly-detection,AI,GitHub Copilot,Python,hyperparameter_tuning,1,21,15,5,133,0.9054,0.6598,34.94,5,-1.97,6
601,credit-card-fraud-ml,AI,GitHub Copilot,Python,test_suite,3,21,14,3,132,0.8299,0.8413,21.52,0,5.3,7
602,deepfraud-pytorch,AI,Devin,Python,refactor,2,69,22,4,136,0.812,0.9319,3.98,2,-0.53,47
603,transaction-anomaly-detection,AI,GitHub Copilot,Python,data_pipeline,1,55,36,3,134,0.3839,0.6958,10.07,0,-1.65,19
604,transaction-anomaly-detection,AI,GitHub Copilot,Python,bug_fix,1,131,91,5,132,0.589,0.6398,38.32,4,0.09,40
605,credit-card-fraud-ml,AI,GitHub Copilot,Python,feature_engineering,4,60,38,1,129,0.731,0.7143,16.86,5,-0.93,22
606,xgboost-fraud-pipeline,AI,Claude Code,Python,data_pipeline,4,375,21,3,149,0.9512,0.964,66.5,3,10.38,354
607,autoencoder-fraud,AI,Devin,Jupyter Notebook,data_pipeline,2,11,59,4,150,0.7579,0.6965,10.0,2,2.1,-48
608,autoencoder-fraud,AI,OpenAI Codex,SQL,hyperparameter_tuning,5,145,70,2,121,0.5056,0.4984,6.32,3,4.35,75
609,xgboost-fraud-pipeline,AI,Claude Code,Python,hyperparameter_tuning,1,74,20,1,118,0.3448,0.9802,4.4,3,6.22,54
610,credit-card-fraud-ml,Human,Human,Python,data_pipeline,6,290,25,7,76,0.6328,0.205,29.48,0,3.54,265
611,autoencoder-fraud,AI,GitHub Copilot,R,model_architecture,1,6,18,3,126,0.6699,0.7135,24.43,2,6.5,-12
612,credit-card-fraud-ml,Human,Human,SQL,hyperparameter_tuning,6,215,44,4,75,0.6511,0.2828,43.11,3,-8.03,171
613,autoencoder-fraud,Human,Human,Python,data_pipeline,1,18,128,6,82,0.5554,0.5754,79.33,1,-0.32,-110
614,fraud-detector-nn,AI,GitHub Copilot,Python,model_architecture,1,190,7,6,135,0.4873,0.7595,32.07,1,2.68,183
615,autoencoder-fraud,Human,Human,R,feature_engineering,2,348,1273,5,84,0.4454,0.4784,38.74,2,-1.55,-925
616,fraud-detector-nn,Human,Human,Python,documentation,6,45,34,6,80,0.5303,0.4571,117.74,1,10.89,11
617,xgboost-fraud-pipeline,AI,GitHub Copilot,Python,feature_engineering,1,24,120,6,163,0.7131,0.695,5.75,1,1.83,-96
618,deepfraud-pytorch,AI,Devin,Python,refactor,1,49,17,3,135,0.5465,0.6184,8.88,3,1.25,32
619,transaction-anomaly-detection,Human,Human,Python,bug_fix,3,155,142,3,87,0.2549,0.4391,14.91,1,2.3,13
620,credit-card-fraud-ml,Human,Human,SQL,feature_engineering,4,1845,665,9,74,0.384,0.4462,14.48,1,5.74,1180
621,fraud-detector-nn,AI,Devin,Jupyter Notebook,model_architecture,2,16,120,2,136,0.7628,0.6061,3.86,2,1.69,-104
622,autoencoder-fraud,AI,Devin,Python,bug_fix,1,91,42,4,125,0.7214,0.6027,7.33,4,-0.85,49
623,deepfraud-pytorch,AI,OpenAI Codex,R,documentation,2,381,5,3,131,0.657,0.7278,10.57,2,-5.94,376
624,transaction-anomaly-detection,AI,Claude Code,Python,bug_fix,2,136,15,3,130,0.9475,0.8173,35.12,1,1.65,121
625,credit-card-fraud-ml,Human,Human,Python,bug_fix,2,341,128,8,81,0.2651,0.5446,44.19,1,0.16,213
626,autoencoder-fraud,AI,OpenAI Codex,YAML,bug_fix,2,11,151,1,137,0.8783,0.7123,13.37,0,1.7,-140
627,fraud-detector-nn,AI,Claude Code,Jupyter Notebook,test_suite,1,80,6,3,140,0.4717,0.8852,8.71,2,2.86,74
628,autoencoder-fraud,Human,Human,SQL,feature_engineering,3,283,17,9,83,0.3167,0.1124,38.68,2,2.55,266
629,fraud-detector-nn,AI,GitHub Copilot,Jupyter Notebook,bug_fix,3,220,24,3,132,0.8305,0.9207,40.79,1,4.4,196
630,transaction-anomaly-detection,AI,Devin,Jupyter Notebook,documentation,4,107,8,3,126,0.5796,0.8341,11.81,3,3.19,99
631,xgboost-fraud-pipeline,Human,Human,Python,feature_engineering,3,731,25,5,69,0.4169,0.3555,22.94,0,10.8,706
632,fraud-detector-nn,Human,Human,R,feature_engineering,7,46,222,5,85,0.5521,0.5012,45.47,0,-2.53,-176
633,transaction-anomaly-detection,AI,Claude Code,Jupyter Notebook,documentation,4,15,8,4,140,0.7053,0.811,22.04,8,-0.79,7
634,credit-card-fraud-ml,AI,Claude Code,Python,refactor,2,69,26,4,123,0.7782,0.8255,4.71,3,2.56,43
635,transaction-anomaly-detection,AI,GitHub Copilot,Python,bug_fix,2,13,100,1,127,0.7927,0.6952,4.0,2,6.09,-87
636,autoencoder-fraud,AI,OpenAI Codex,Jupyter Notebook,hyperparameter_tuning,4,156,18,4,152,0.9139,0.8784,15.63,2,2.03,138
